Day;Hour;Residential;Hotel;Health care;Education;Office;Commerce;Public administration;Restaurant;Sport
04-jan;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
04-jan;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
04-jan;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
04-jan;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
04-jan;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
04-jan;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
04-jan;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
04-jan;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
04-jan;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
04-jan;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
04-jan;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
04-jan;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
04-jan;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
04-jan;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
04-jan;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
04-jan;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
04-jan;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
04-jan;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
05-jan;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
05-jan;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
05-jan;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
05-jan;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
05-jan;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
05-jan;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
05-jan;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
05-jan;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
05-jan;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
05-jan;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
05-jan;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
05-jan;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
05-jan;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
05-jan;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
05-jan;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
05-jan;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
05-jan;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
05-jan;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
05-jan;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
05-jan;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
05-jan;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
05-jan;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
05-jan;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
05-jan;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
06-jan;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
06-jan;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
06-jan;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
06-jan;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
06-jan;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
06-jan;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
06-jan;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
06-jan;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
06-jan;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
06-jan;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
06-jan;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
06-jan;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
06-jan;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
06-jan;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
06-jan;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
06-jan;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
06-jan;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
06-jan;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
06-jan;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
06-jan;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
06-jan;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
06-jan;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
06-jan;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
06-jan;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
07-jan;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
07-jan;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
07-jan;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
07-jan;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
07-jan;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
07-jan;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
07-jan;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
07-jan;07:00;0,000152207;0,00026729;0,000114155;0;0;0;0;7,40E-05;0,000239521
07-jan;08:00;7,61E-05;6,68E-05;0,000114155;0;0;0;0;7,40E-05;0,000239521
07-jan;09:00;7,61E-05;0;0,000114155;0;0;0,000300481;0;0,000148093;0,000239521
07-jan;10:00;7,61E-05;0;0,000114155;0;0;0,000400641;0;0,000148093;0,000239521
07-jan;11:00;7,61E-05;0;0,000114155;0;0;0,000400641;0;0,000148093;0,000239521
07-jan;12:00;7,61E-05;0;0,000114155;0;0;0,000300481;0;0,000296187;0,000239521
07-jan;13:00;7,61E-05;0;0,000114155;0;0;0,000300481;0;0,000296187;0,000239521
07-jan;14:00;7,61E-05;0;0,000114155;0;0;0,000400641;0;0,000148093;0,000239521
07-jan;15:00;0,000152207;0;0,000114155;0;0;0,000400641;0;7,40E-05;0,000239521
07-jan;16:00;0,000152207;0;0,000114155;0;0;0,000400641;0;7,40E-05;0,000239521
07-jan;17:00;0,000152207;0;0,000114155;0;0;0,000300481;0;7,40E-05;0,000239521
07-jan;18:00;0,000152207;0;0,000114155;0;0;0;0;0,000148093;0,000239521
07-jan;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
07-jan;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
07-jan;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,000239521
07-jan;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
07-jan;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
08-jan;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
08-jan;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
08-jan;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
08-jan;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
08-jan;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
08-jan;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
08-jan;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
08-jan;07:00;0,000152207;0,00026729;0,000114155;0;0;0;0;7,40E-05;0,000239521
08-jan;08:00;7,61E-05;6,68E-05;0,000114155;0;0;0;0;7,40E-05;0,000239521
08-jan;09:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
08-jan;10:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
08-jan;11:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
08-jan;12:00;7,61E-05;0;0,000114155;0;0;0;0;0,000296187;0,000239521
08-jan;13:00;7,61E-05;0;0,000114155;0;0;0;0;0,000296187;0,000239521
08-jan;14:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
08-jan;15:00;0,000152207;0;0,000114155;0;0;0;0;7,40E-05;0,000239521
08-jan;16:00;0,000152207;0;0,000114155;0;0;0;0;7,40E-05;0,000239521
08-jan;17:00;0,000152207;0;0,000114155;0;0;0;0;7,40E-05;0,000239521
08-jan;18:00;0,000152207;0;0,000114155;0;0;0;0;0,000148093;0,000239521
08-jan;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
08-jan;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
08-jan;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,000239521
08-jan;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
08-jan;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
09-jan;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
09-jan;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
09-jan;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
09-jan;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
09-jan;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
09-jan;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
09-jan;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
09-jan;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
09-jan;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
09-jan;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
09-jan;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
09-jan;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
09-jan;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
09-jan;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
09-jan;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
09-jan;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
09-jan;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
09-jan;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
09-jan;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
09-jan;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
09-jan;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
09-jan;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
09-jan;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
09-jan;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
10-jan;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
10-jan;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
10-jan;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
10-jan;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
10-jan;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
10-jan;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
10-jan;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
10-jan;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
10-jan;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
10-jan;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
10-jan;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
10-jan;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
10-jan;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
10-jan;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
10-jan;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
10-jan;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
10-jan;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
10-jan;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
10-jan;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
10-jan;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
10-jan;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
10-jan;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
10-jan;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
10-jan;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
11-jan;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
11-jan;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
11-jan;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
11-jan;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
11-jan;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
11-jan;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
11-jan;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
11-jan;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
11-jan;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
11-jan;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
11-jan;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
11-jan;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
11-jan;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
11-jan;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
11-jan;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
11-jan;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
11-jan;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
11-jan;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
11-jan;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
11-jan;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
11-jan;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
11-jan;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
11-jan;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
11-jan;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
12-jan;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
12-jan;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
12-jan;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
12-jan;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
12-jan;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
12-jan;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
12-jan;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
12-jan;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
12-jan;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
12-jan;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
12-jan;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
12-jan;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
12-jan;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
12-jan;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
12-jan;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
12-jan;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
12-jan;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
12-jan;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
12-jan;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
